,pick_order,hero_code,attack_damage,receive_damage,recovery,mvp_point,artifact,equip,respawn,mvp,kill_count,position,grade,awaken_grade,attribute_cd,level,job_cd,is_win,first_pick,ban
8462,3.0,c6062,1102.0,52237.65,0.0,123210.0,efm03,"['set_immune', 'set_speed']",0.0,0.0,0.0,3.0,6.0,6.0,light,60.0,mage,2,0.0,0.0
8463,4.0,c4004,3314.0,109338.47,27347.0,204879.0,efk04,"['set_speed', 'set_max_hp']",0.0,1.0,0.0,4.0,6.0,6.0,light,60.0,knight,2,0.0,0.0
8464,5.0,c4144,0.0,0.0,0.0,0.0,,[],0.0,0.0,0.0,0.0,6.0,6.0,light,60.0,assassin,2,0.0,1.0
8465,1.0,c2016,32932.0,103656.17,11649.0,195311.0,efk02,"['set_immune', 'set_vampire']",0.0,1.0,1.0,2.0,6.0,6.0,dark,60.0,knight,1,0.0,0.0
8466,2.0,c2089,666.0,0.0,0.0,73415.0,ef427,['set_speed'],0.0,0.0,0.0,4.0,6.0,6.0,light,60.0,warrior,1,0.0,0.0
8467,3.0,c1103,27194.0,4941.26,0.0,57811.0,efa14,"['set_cri_dmg', 'set_penetrate']",0.0,0.0,0.0,3.0,6.0,6.0,wind,60.0,assassin,1,0.0,0.0
8468,4.0,c2008,2372.0,30558.72,0.0,54327.0,efk03,"['set_immune', 'set_shield']",0.0,0.0,0.0,1.0,6.0,6.0,light,60.0,knight,1,0.0,0.0
8469,5.0,c6011,0.0,0.0,0.0,0.0,,[],0.0,0.0,0.0,0.0,6.0,6.0,light,60.0,assassin,1,0.0,1.0
8470,1.0,c4004,2138.0,175210.11,47524.0,422825.0,efk09,"['set_max_hp', 'set_max_hp', 'set_max_hp']",0.0,1.0,0.0,1.0,6.0,6.0,light,60.0,knight,2,0.0,0.0
8471,2.0,c2101,28952.0,38632.76,4238.0,294520.0,ef501,"['set_cri', 'set_speed']",0.0,0.0,0.0,4.0,6.0,6.0,dark,60.0,warrior,2,0.0,0.0
8472,3.0,c5082,1910.0,49843.24,25389.0,349327.0,efh14,"['set_speed', 'set_res']",0.0,0.0,0.0,3.0,6.0,6.0,wind,60.0,manauser,2,0.0,0.0
8473,4.0,c4144,10647.0,27916.33,0.0,75679.0,efa15,"['set_cri_dmg', 'set_penetrate']",0.0,0.0,0.0,2.0,6.0,6.0,light,60.0,assassin,2,0.0,0.0
8474,5.0,c1148,0.0,0.0,0.0,0.0,,[],0.0,0.0,0.0,0.0,6.0,6.0,ice,60.0,assassin,2,0.0,1.0
8475,1.0,c2016,57688.0,102215.5,11834.0,306091.0,efk02,"['set_immune', 'set_vampire']",0.0,1.0,1.0,2.0,6.0,6.0,dark,60.0,knight,1,1.0,0.0
8476,2.0,c2089,678.0,57198.71,5497.0,254297.0,ef427,['set_speed'],0.0,0.0,0.0,3.0,6.0,6.0,light,60.0,warrior,1,0.0,0.0
8477,3.0,c2008,0.0,70727.59,9969.0,133731.0,efk03,"['set_immune', 'set_shield']",0.0,0.0,0.0,1.0,6.0,6.0,light,60.0,knight,1,0.0,0.0
8478,4.0,c2111,0.0,0.0,0.0,0.0,,[],0.0,0.0,0.0,0.0,6.0,6.0,light,60.0,mage,1,0.0,1.0
8479,5.0,c2109,14225.0,23393.6,134.0,69573.0,efk02,"['set_counter', 'set_cri']",0.0,0.0,0.0,4.0,6.0,6.0,light,60.0,knight,1,0.0,0.0
8480,1.0,c2089,318.0,41290.38,7005.0,152172.0,ef501,['set_speed'],0.0,1.0,0.0,3.0,6.0,6.0,light,60.0,warrior,2,1.0,0.0
8481,2.0,c2109,827.0,56633.32,7368.0,80362.0,efk02,"['set_counter', 'set_cri']",0.0,0.0,0.0,2.0,6.0,6.0,light,60.0,knight,2,0.0,0.0
8482,3.0,c4004,3812.0,89306.24,3475.0,148372.0,efk04,"['set_res', 'set_max_hp', 'set_max_hp']",0.0,0.0,0.0,1.0,6.0,6.0,light,60.0,knight,2,0.0,0.0
8483,4.0,c2079,4349.0,44512.67,0.0,79929.0,efw31,"['set_cri', 'set_cri_dmg']",0.0,0.0,0.0,4.0,6.0,6.0,light,60.0,warrior,2,0.0,0.0
8484,5.0,c2024,0.0,0.0,0.0,0.0,,[],0.0,0.0,0.0,0.0,6.0,6.0,dark,60.0,ranger,2,0.0,1.0
8485,1.0,c2016,66566.0,8047.29,0.0,133232.0,efk02,"['set_immune', 'set_vampire']",0.0,1.0,2.0,4.0,6.0,6.0,dark,60.0,knight,1,0.0,0.0
8486,2.0,c2008,0.0,0.0,0.0,31751.0,efk03,"['set_immune', 'set_shield']",0.0,0.0,0.0,1.0,6.0,6.0,light,60.0,knight,1,0.0,0.0
8487,3.0,c5082,722.0,2273.24,0.0,54286.0,efh14,"['set_immune', 'set_speed']",0.0,0.0,0.0,3.0,6.0,6.0,wind,60.0,manauser,1,0.0,0.0
8488,4.0,c1154,5998.0,17257.34,21258.0,105575.0,efr26,"['set_speed', 'set_acc']",0.0,0.0,0.0,2.0,6.0,6.0,ice,60.0,ranger,1,0.0,0.0
8489,5.0,c2071,0.0,0.0,0.0,0.0,,[],0.0,0.0,0.0,0.0,6.0,6.0,dark,60.0,warrior,1,0.0,1.0
8490,1.0,c2050,41369.0,80760.7,0.0,341086.0,efm03,"['set_penetrate', 'set_cri_dmg']",0.0,1.0,2.0,1.0,6.0,6.0,dark,60.0,mage,2,1.0,0.0
8491,2.0,c6062,582.0,118085.24,0.0,202881.0,efm03,"['set_immune', 'set_speed']",0.0,0.0,0.0,2.0,6.0,6.0,light,60.0,mage,2,0.0,0.0
8492,3.0,c2022,0.0,109882.8,41205.0,167931.0,efh14,"['set_speed', 'set_immune']",0.0,0.0,0.0,4.0,6.0,6.0,wind,60.0,manauser,2,0.0,0.0
8493,4.0,c1014,9352.0,19834.22,0.0,96557.0,efa02,"['set_speed', 'set_cri']",0.0,0.0,0.0,3.0,6.0,6.0,wind,60.0,assassin,2,0.0,0.0
8494,5.0,c1099,0.0,0.0,0.0,0.0,,[],0.0,0.0,0.0,0.0,6.0,6.0,wind,60.0,ranger,2,0.0,1.0
8495,1.0,c2016,71545.0,22887.2,6135.0,285285.0,efk02,"['set_immune', 'set_vampire']",0.0,1.0,3.0,1.0,6.0,6.0,dark,60.0,knight,1,0.0,0.0
8496,2.0,c2089,1568.0,60605.62,386.0,162835.0,ef427,['set_speed'],0.0,0.0,0.0,2.0,6.0,6.0,light,60.0,warrior,1,0.0,0.0
8497,3.0,c1103,0.0,32863.36,0.0,32863.0,efa14,"['set_cri_dmg', 'set_penetrate']",0.0,0.0,0.0,3.0,6.0,6.0,wind,60.0,assassin,1,0.0,0.0
8498,4.0,c1122,22667.0,42109.94,3114.0,157610.0,efm03,"['set_penetrate', 'set_speed']",0.0,0.0,1.0,4.0,6.0,6.0,fire,60.0,mage,1,0.0,0.0
8499,5.0,c1133,0.0,0.0,0.0,0.0,,[],0.0,0.0,0.0,0.0,6.0,6.0,dark,60.0,mage,1,0.0,1.0
8500,1.0,c2016,61929.0,0.0,0.0,222473.0,efk02,"['set_vampire', 'set_immune']",0.0,0.0,1.0,3.0,6.0,6.0,dark,60.0,knight,2,0.0,0.0
8501,2.0,c2008,0.0,161274.01,4413.0,229060.0,efk03,"['set_immune', 'set_shield']",0.0,0.0,0.0,1.0,6.0,6.0,light,60.0,knight,2,0.0,0.0
8502,3.0,c5082,1521.0,70092.9,4528.0,304285.0,efh14,"['set_immune', 'set_speed']",0.0,1.0,0.0,2.0,6.0,6.0,wind,60.0,manauser,2,0.0,0.0
8503,4.0,c2079,4797.0,113930.01,0.0,156750.0,efw31,"['set_cri_dmg', 'set_def']",0.0,0.0,0.0,4.0,6.0,6.0,light,60.0,warrior,2,0.0,0.0
8504,5.0,c1139,0.0,0.0,0.0,0.0,,[],0.0,0.0,0.0,0.0,6.0,6.0,fire,60.0,assassin,2,0.0,1.0
8505,1.0,c1159,2466.0,54602.79,0.0,79051.0,efw35,['set_speed'],0.0,0.0,0.0,3.0,6.0,6.0,wind,60.0,warrior,1,1.0,0.0
8506,2.0,c2089,789.0,65464.99,17350.0,314425.0,ef427,['set_speed'],0.0,0.0,0.0,2.0,6.0,6.0,light,60.0,warrior,1,0.0,0.0
8507,3.0,c4004,0.0,142331.94,9947.0,251202.0,efk09,"['set_speed', 'set_max_hp']",0.0,0.0,0.0,1.0,6.0,6.0,light,60.0,knight,1,0.0,0.0
8508,4.0,c5089,60519.0,9326.68,3583.0,425155.0,efa02,"['set_speed', 'set_torrent']",0.0,1.0,3.0,4.0,6.0,6.0,wind,60.0,assassin,1,0.0,0.0
8509,5.0,c1148,0.0,0.0,0.0,0.0,,[],0.0,0.0,0.0,0.0,6.0,6.0,ice,60.0,assassin,1,0.0,1.0
8510,1.0,c1133,13393.0,21152.41,0.0,96620.0,efm03,"['set_acc', 'set_speed']",0.0,0.0,1.0,2.0,6.0,6.0,dark,60.0,mage,2,0.0,0.0
8511,2.0,c1143,927.0,29625.12,0.0,63415.0,efh18,['set_speed'],0.0,0.0,0.0,1.0,6.0,6.0,ice,60.0,manauser,2,0.0,0.0
8512,3.0,c2047,64358.0,13597.67,0.0,118122.0,ef432,"['set_torrent', 'set_torrent', 'set_torrent']",0.0,1.0,1.0,4.0,6.0,6.0,dark,60.0,warrior,2,0.0,0.0
8513,4.0,c1110,2365.0,37156.71,0.0,59604.0,efr16,"['set_speed', 'set_acc']",0.0,0.0,0.0,3.0,6.0,6.0,ice,60.0,ranger,2,0.0,0.0
8514,5.0,c2011,0.0,0.0,0.0,0.0,,[],0.0,0.0,0.0,0.0,6.0,6.0,dark,60.0,assassin,2,0.0,1.0
8515,1.0,c1159,5076.0,40541.84,0.0,122691.0,efw35,['set_speed'],0.0,0.0,1.0,1.0,6.0,6.0,wind,60.0,warrior,1,1.0,0.0
8516,2.0,c2008,0.0,150496.1,16410.0,186174.0,efk03,"['set_immune', 'set_shield']",0.0,0.0,0.0,2.0,6.0,6.0,light,60.0,knight,1,0.0,0.0
8517,3.0,c1137,36254.0,76058.41,4190.0,228260.0,efk06,"['set_speed', 'set_immune']",0.0,1.0,1.0,3.0,6.0,6.0,ice,60.0,knight,1,0.0,0.0
8518,4.0,c2022,0.0,51215.51,5127.0,64050.0,efh14,"['set_speed', 'set_immune']",0.0,0.0,0.0,4.0,6.0,6.0,wind,60.0,manauser,1,0.0,0.0
8519,5.0,c2016,0.0,0.0,0.0,0.0,,[],0.0,0.0,0.0,0.0,6.0,6.0,dark,60.0,knight,1,0.0,1.0
8520,1.0,c2016,12911.0,21281.12,0.0,42990.0,efk02,"['set_def', 'set_cri_dmg']",0.0,0.0,0.0,1.0,6.0,6.0,dark,60.0,knight,1,1.0,0.0
8521,2.0,c2089,0.0,39873.48,1068.0,208113.0,efw35,['set_speed'],0.0,0.0,0.0,4.0,6.0,6.0,light,60.0,warrior,1,0.0,0.0
8522,3.0,c4004,1540.0,81284.66,0.0,162011.0,efk09,"['set_def', 'set_max_hp', 'set_max_hp']",0.0,0.0,0.0,2.0,6.0,6.0,light,60.0,knight,1,0.0,0.0
8523,4.0,c5089,48502.0,9513.91,3988.0,255572.0,efa02,"['set_speed', 'set_torrent']",0.0,1.0,2.0,3.0,6.0,6.0,wind,60.0,assassin,1,0.0,0.0
8524,5.0,c1154,0.0,0.0,0.0,0.0,,[],0.0,0.0,0.0,0.0,6.0,6.0,ice,60.0,ranger,1,0.0,1.0
8525,1.0,c1159,1553.0,26562.96,0.0,93365.0,efw35,['set_speed'],0.0,0.0,0.0,3.0,6.0,6.0,wind,60.0,warrior,2,0.0,0.0
8526,2.0,c2008,0.0,134584.29,8438.0,197396.0,efk03,"['set_immune', 'set_shield']",0.0,1.0,0.0,1.0,6.0,6.0,light,60.0,knight,2,0.0,0.0
8527,3.0,c5082,0.0,0.0,0.0,0.0,,[],0.0,0.0,0.0,0.0,6.0,6.0,wind,60.0,manauser,2,0.0,1.0
8528,4.0,c2109,12736.0,51540.86,0.0,96901.0,efk02,"['set_counter', 'set_cri']",0.0,0.0,0.0,2.0,6.0,6.0,light,60.0,knight,2,0.0,0.0
8529,5.0,c2053,16253.0,16942.56,3261.0,47332.0,efh03,"['set_speed', 'set_immune']",0.0,0.0,0.0,4.0,6.0,6.0,light,60.0,manauser,2,0.0,0.0
8530,1.0,c2101,2434.0,0.0,0.0,108442.0,ef501,"['set_speed', 'set_max_hp']",0.0,0.0,0.0,2.0,6.0,6.0,dark,60.0,warrior,1,0.0,0.0
8531,2.0,c4004,5671.0,95459.22,7106.0,174491.0,efk01,"['set_speed', 'set_res']",0.0,1.0,0.0,1.0,6.0,6.0,light,60.0,knight,1,0.0,0.0
8532,3.0,c2071,30285.0,0.0,0.0,109791.0,efw01,"['set_immune', 'set_cri_dmg']",0.0,0.0,2.0,3.0,6.0,6.0,dark,60.0,warrior,1,0.0,0.0
8533,4.0,c1154,2181.0,8154.15,14347.0,104188.0,efr26,"['set_speed', 'set_max_hp']",0.0,0.0,0.0,4.0,6.0,6.0,ice,60.0,ranger,1,0.0,0.0
8534,5.0,c1121,0.0,0.0,0.0,0.0,,[],0.0,0.0,0.0,0.0,6.0,6.0,wind,60.0,warrior,1,0.0,1.0
8535,1.0,c1159,0.0,8977.24,0.0,40590.0,efw35,['set_speed'],0.0,0.0,0.0,2.0,6.0,6.0,wind,60.0,warrior,2,1.0,0.0
8536,2.0,c2008,0.0,34953.57,13144.0,74442.0,efk03,"['set_immune', 'set_shield']",0.0,0.0,0.0,1.0,6.0,6.0,light,60.0,knight,2,0.0,0.0
8537,3.0,c2109,3125.0,30384.17,0.0,49316.0,efk02,"['set_counter', 'set_cri']",0.0,0.0,0.0,3.0,6.0,6.0,light,60.0,knight,2,0.0,0.0
8538,4.0,c4144,0.0,0.0,0.0,0.0,,[],0.0,0.0,0.0,0.0,6.0,6.0,light,60.0,assassin,2,0.0,1.0
8539,5.0,c5089,31914.0,9225.66,0.0,120174.0,efa02,"['set_speed', 'set_torrent']",0.0,1.0,1.0,4.0,6.0,6.0,wind,60.0,assassin,2,0.0,0.0
8540,1.0,c2022,0.0,177135.24,49430.0,240937.0,efh14,"['set_speed', 'set_max_hp']",1.0,0.0,0.0,4.0,6.0,6.0,wind,60.0,manauser,2,0.0,0.0
8541,2.0,c2101,25125.0,59638.31,0.0,209854.0,ef507,"['set_res', 'set_speed']",0.0,0.0,0.0,3.0,6.0,6.0,dark,60.0,warrior,2,0.0,0.0
8542,3.0,c1132,6603.0,70193.89,25986.0,318851.0,efh06,"['set_speed', 'set_max_hp']",0.0,1.0,0.0,2.0,6.0,6.0,wind,60.0,manauser,2,0.0,0.0
8543,4.0,c2012,1067.0,147752.11,2666.0,151485.0,efw05,"['set_max_hp', 'set_res', 'set_res']",0.0,0.0,0.0,1.0,6.0,6.0,dark,60.0,warrior,2,0.0,0.0
8544,5.0,c2070,0.0,0.0,0.0,0.0,,[],0.0,0.0,0.0,0.0,6.0,6.0,light,60.0,knight,2,0.0,1.0
8545,1.0,c1159,6825.0,38294.33,1765.0,152479.0,efw35,['set_speed'],0.0,0.0,1.0,2.0,6.0,6.0,wind,60.0,warrior,1,1.0,0.0
8546,2.0,c2008,0.0,47795.13,1488.0,117919.0,efk03,"['set_immune', 'set_shield']",0.0,0.0,0.0,1.0,6.0,6.0,light,60.0,knight,1,0.0,0.0
8547,3.0,c2016,87216.0,17785.85,0.0,168358.0,efk02,"['set_immune', 'set_vampire']",0.0,0.0,1.0,3.0,6.0,6.0,dark,60.0,knight,1,0.0,0.0
8548,4.0,c5089,42037.0,19809.18,970.0,194810.0,efa02,"['set_speed', 'set_torrent']",0.0,1.0,1.0,4.0,6.0,6.0,wind,60.0,assassin,1,0.0,0.0
8549,5.0,c1128,0.0,0.0,0.0,0.0,,[],0.0,0.0,0.0,0.0,6.0,6.0,fire,60.0,warrior,1,0.0,1.0
8550,1.0,c6037,0.0,37911.97,9342.0,129346.0,efh19,"['set_immune', 'set_speed']",0.0,1.0,0.0,1.0,6.0,6.0,light,60.0,manauser,2,0.0,0.0
8551,2.0,c2109,22348.0,38336.31,0.0,74366.0,efk20,"['set_cri_dmg', 'set_torrent']",0.0,0.0,0.0,4.0,6.0,6.0,light,60.0,knight,2,0.0,0.0
8552,3.0,c1099,0.0,0.0,0.0,0.0,,[],0.0,0.0,0.0,0.0,6.0,6.0,wind,60.0,ranger,2,0.0,1.0
8553,4.0,c5001,1883.0,4952.96,13974.0,61856.0,efk09,"['set_speed', 'set_acc']",0.0,0.0,0.0,3.0,6.0,6.0,fire,60.0,knight,2,0.0,0.0
8554,5.0,c1109,0.0,23274.89,0.0,23274.0,efr15,"['set_cri_dmg', 'set_penetrate']",0.0,0.0,0.0,2.0,6.0,6.0,wind,60.0,ranger,2,0.0,0.0
8555,1.0,c1159,0.0,10876.32,0.0,37548.0,efw35,['set_speed'],0.0,0.0,0.0,1.0,6.0,6.0,wind,60.0,warrior,1,1.0,0.0
8556,2.0,c2008,0.0,33344.05,16410.0,107543.0,efk03,"['set_immune', 'set_shield']",0.0,0.0,0.0,3.0,6.0,6.0,light,60.0,knight,1,0.0,0.0
8557,3.0,c5082,0.0,0.0,0.0,0.0,,[],0.0,0.0,0.0,0.0,6.0,6.0,wind,60.0,manauser,1,0.0,1.0
8558,4.0,c2071,29898.0,32977.64,10790.0,150718.0,efw01,"['set_penetrate', 'set_cri_dmg']",0.0,1.0,2.0,4.0,6.0,6.0,dark,60.0,warrior,1,0.0,0.0
8559,5.0,c1112,4427.0,9453.38,0.0,40552.0,efm01,"['set_speed', 'set_res']",0.0,0.0,0.0,2.0,6.0,6.0,fire,60.0,mage,1,0.0,0.0
8560,1.0,c2089,0.0,0.0,9985.0,92837.0,ef507,"['set_speed', 'set_res']",0.0,1.0,0.0,1.0,6.0,6.0,light,60.0,warrior,2,1.0,0.0
8561,2.0,c2101,2000.0,53719.07,0.0,69527.0,ef501,"['set_speed', 'set_penetrate']",0.0,0.0,0.0,2.0,6.0,6.0,dark,60.0,warrior,2,0.0,0.0
8562,3.0,c2109,0.0,75674.92,0.0,89483.0,efk02,"['set_counter', 'set_max_hp']",0.0,0.0,0.0,3.0,6.0,6.0,light,60.0,knight,2,0.0,0.0
8563,4.0,c2019,12051.0,0.0,0.0,12051.0,efw35,"['set_counter', 'set_penetrate']",0.0,0.0,0.0,4.0,6.0,6.0,dark,60.0,warrior,2,0.0,0.0
8564,5.0,c2132,0.0,0.0,0.0,0.0,,[],0.0,0.0,0.0,0.0,6.0,6.0,light,60.0,manauser,2,0.0,1.0
8565,1.0,c1159,2728.0,0.0,0.0,21116.0,efw35,['set_speed'],0.0,0.0,0.0,3.0,6.0,6.0,wind,60.0,warrior,1,0.0,0.0
8566,2.0,c2008,894.0,13656.41,9862.0,90816.0,efk03,"['set_immune', 'set_shield']",0.0,1.0,1.0,1.0,6.0,6.0,light,60.0,knight,1,0.0,0.0
8567,3.0,c5082,0.0,0.0,0.0,0.0,,[],0.0,0.0,0.0,0.0,6.0,6.0,wind,60.0,manauser,1,0.0,1.0
8568,4.0,c2071,26535.0,46229.17,0.0,75828.0,efw01,"['set_penetrate', 'set_cri_dmg']",0.0,0.0,0.0,2.0,6.0,6.0,dark,60.0,warrior,1,0.0,0.0
8569,5.0,c4144,2254.0,0.0,0.0,5318.0,efa20,"['set_cri_dmg', 'set_penetrate']",0.0,0.0,0.0,4.0,6.0,6.0,light,60.0,assassin,1,0.0,0.0
8570,1.0,c2008,709.0,222848.81,9208.0,314080.0,efk03,"['set_shield', 'set_immune']",0.0,0.0,0.0,1.0,6.0,6.0,light,60.0,knight,1,0.0,0.0
8571,2.0,c2016,26921.0,103308.06,1278.0,166356.0,efk02,"['set_def', 'set_vampire']",0.0,0.0,0.0,3.0,6.0,6.0,dark,60.0,knight,1,0.0,0.0
8572,3.0,c2022,393.0,99870.99,47889.0,153961.0,efh14,"['set_max_hp', 'set_speed']",0.0,0.0,0.0,4.0,6.0,6.0,wind,60.0,manauser,1,0.0,0.0
8573,4.0,c2109,68392.0,0.0,0.0,567896.0,efk02,"['set_counter', 'set_immune']",0.0,1.0,4.0,2.0,6.0,6.0,light,60.0,knight,1,0.0,0.0
8574,5.0,c1022,0.0,0.0,0.0,0.0,,[],0.0,0.0,0.0,0.0,6.0,6.0,light,60.0,manauser,1,0.0,1.0
8575,1.0,c1159,25587.0,100124.71,0.0,158017.0,efw35,['set_speed'],0.0,0.0,0.0,2.0,6.0,6.0,wind,60.0,warrior,2,1.0,0.0
8576,2.0,c2089,1953.0,68601.44,29539.0,261621.0,ef427,['set_speed'],0.0,0.0,0.0,3.0,6.0,6.0,light,60.0,warrior,2,0.0,0.0
8577,3.0,c4004,3952.0,138920.88,36039.0,265060.0,efk09,"['set_speed', 'set_max_hp']",0.0,0.0,0.0,1.0,6.0,6.0,light,60.0,knight,2,0.0,0.0
8578,4.0,c1128,72331.0,51815.8,9559.0,300618.0,efw27,"['set_speed', 'set_torrent']",0.0,1.0,1.0,4.0,6.0,6.0,fire,60.0,warrior,2,0.0,0.0
8579,5.0,c1148,0.0,0.0,0.0,0.0,,[],0.0,0.0,0.0,0.0,6.0,6.0,ice,60.0,assassin,2,0.0,1.0
8580,1.0,c1159,1587.0,93969.39,0.0,199710.0,efw35,"['set_def', 'set_speed']",0.0,0.0,0.0,2.0,6.0,6.0,wind,60.0,warrior,2,1.0,0.0
8581,2.0,c4004,319.0,129781.73,44595.0,365646.0,efk01,"['set_res', 'set_max_hp', 'set_max_hp']",0.0,1.0,0.0,1.0,6.0,6.0,light,60.0,knight,2,0.0,0.0
8582,3.0,c2109,27566.0,84096.68,11319.0,308145.0,efk02,"['set_counter', 'set_immune']",0.0,0.0,1.0,3.0,6.0,6.0,light,60.0,knight,2,0.0,0.0
8583,4.0,c1102,0.0,0.0,0.0,0.0,,[],0.0,0.0,0.0,0.0,6.0,6.0,wind,60.0,manauser,2,0.0,1.0
8584,5.0,c2012,23408.0,144327.47,17665.0,185400.0,efw02,"['set_speed', 'set_res']",0.0,0.0,0.0,4.0,6.0,6.0,dark,60.0,warrior,2,0.0,0.0
8585,1.0,c2089,1300.0,38208.19,0.0,231961.0,ef427,['set_speed'],0.0,0.0,0.0,3.0,6.0,6.0,light,60.0,warrior,1,0.0,0.0
8586,2.0,c2016,76395.0,24423.88,5137.0,302418.0,efk02,"['set_immune', 'set_vampire']",0.0,0.0,2.0,2.0,6.0,6.0,dark,60.0,knight,1,0.0,0.0
8587,3.0,c1154,0.0,0.0,0.0,0.0,,[],0.0,0.0,0.0,0.0,6.0,6.0,ice,60.0,ranger,1,0.0,1.0
8588,4.0,c2070,36486.0,89350.51,23447.0,642446.0,efk03,"['set_speed', 'set_immune']",0.0,1.0,3.0,1.0,6.0,6.0,light,60.0,knight,1,0.0,0.0
8589,5.0,c2071,30254.0,75941.67,0.0,142280.0,efw01,"['set_penetrate', 'set_cri_dmg']",0.0,0.0,0.0,4.0,6.0,6.0,dark,60.0,warrior,1,0.0,0.0
8590,1.0,c2101,12440.0,65055.67,0.0,102526.0,ef501,"['set_speed', 'set_cri']",0.0,1.0,0.0,1.0,6.0,6.0,dark,60.0,warrior,2,0.0,0.0
8591,2.0,c2008,0.0,0.0,8923.0,48257.0,efk03,"['set_immune', 'set_shield']",0.0,0.0,0.0,2.0,6.0,6.0,light,60.0,knight,2,0.0,0.0
8592,3.0,c4144,0.0,27817.07,0.0,27817.0,efa20,"['set_cri_dmg', 'set_penetrate']",0.0,0.0,0.0,3.0,6.0,6.0,light,60.0,assassin,2,0.0,0.0
8593,4.0,c1143,0.0,0.0,0.0,0.0,,[],0.0,0.0,0.0,0.0,6.0,6.0,ice,60.0,manauser,2,0.0,1.0
8594,5.0,c1014,3750.0,1208.79,0.0,12110.0,efa02,"['set_speed', 'set_cri']",0.0,0.0,0.0,4.0,6.0,6.0,wind,60.0,assassin,2,0.0,0.0
8595,1.0,c1159,1034.0,24357.08,0.0,25391.0,efw35,['set_speed'],0.0,0.0,0.0,1.0,6.0,6.0,wind,60.0,warrior,1,1.0,0.0
8596,2.0,c2089,1502.0,0.0,13904.0,71328.0,ef427,['set_speed'],0.0,0.0,0.0,3.0,6.0,6.0,light,60.0,warrior,1,0.0,0.0
8597,3.0,c4004,0.0,0.0,0.0,0.0,,[],0.0,0.0,0.0,0.0,6.0,6.0,light,60.0,knight,1,0.0,1.0
8598,4.0,c6011,27666.0,861.01,4296.0,92295.0,efa13,"['set_speed', 'set_penetrate']",0.0,1.0,2.0,2.0,6.0,6.0,light,60.0,assassin,1,0.0,0.0
8599,5.0,c2038,4191.0,10952.9,0.0,15143.0,efa03,"['set_penetrate', 'set_cri_dmg']",0.0,0.0,0.0,4.0,6.0,6.0,light,60.0,assassin,1,0.0,0.0
8600,1.0,c2089,933.0,41497.86,0.0,153854.0,ef501,"['set_acc', 'set_speed']",0.0,0.0,0.0,1.0,6.0,6.0,light,60.0,warrior,2,0.0,0.0
8601,2.0,c2109,13111.0,47338.84,0.0,82734.0,efk02,"['set_cri', 'set_counter']",0.0,0.0,0.0,2.0,6.0,6.0,light,60.0,knight,2,0.0,0.0
8602,3.0,c4004,2495.0,138370.54,34584.0,301729.0,efk09,"['set_speed', 'set_max_hp']",0.0,1.0,0.0,3.0,6.0,6.0,light,60.0,knight,2,0.0,0.0
8603,4.0,c1128,46447.0,38666.3,7968.0,226790.0,efw27,"['set_speed', 'set_torrent']",0.0,0.0,1.0,4.0,6.0,6.0,fire,60.0,warrior,2,0.0,0.0
8604,5.0,c2099,0.0,0.0,0.0,0.0,,[],0.0,0.0,0.0,0.0,6.0,6.0,light,60.0,mage,2,0.0,1.0
8605,1.0,c1159,15533.0,97258.83,0.0,128411.0,efw35,['set_speed'],0.0,0.0,0.0,3.0,6.0,6.0,wind,60.0,warrior,1,1.0,0.0
8606,2.0,c2008,1154.0,81834.56,14849.0,269652.0,efk03,"['set_immune', 'set_shield']",0.0,0.0,1.0,1.0,6.0,6.0,light,60.0,knight,1,0.0,0.0
8607,3.0,c5082,334.0,93163.27,10813.0,252695.0,efh14,"['set_immune', 'set_speed']",0.0,0.0,0.0,2.0,6.0,6.0,wind,60.0,manauser,1,0.0,0.0
8608,4.0,c1154,0.0,0.0,0.0,0.0,,[],0.0,0.0,0.0,0.0,6.0,6.0,ice,60.0,ranger,1,0.0,1.0
8609,5.0,c2071,71024.0,4522.36,0.0,270789.0,efw01,"['set_penetrate', 'set_cri_dmg']",0.0,1.0,2.0,4.0,6.0,6.0,dark,60.0,warrior,1,0.0,0.0
8610,1.0,c4123,3448.0,87193.44,375.0,217594.0,efk04,"['set_res', 'set_res', 'set_res']",0.0,0.0,0.0,1.0,6.0,6.0,wind,60.0,knight,1,1.0,0.0
8611,2.0,c2046,1884.0,43244.4,0.0,200915.0,efr13,['set_speed'],0.0,0.0,0.0,2.0,6.0,6.0,light,60.0,ranger,1,0.0,0.0
8612,3.0,c2109,84144.0,59562.94,3530.0,478285.0,efk02,"['set_penetrate', 'set_counter']",0.0,1.0,3.0,4.0,6.0,6.0,light,60.0,knight,1,0.0,0.0
8613,4.0,c2079,0.0,0.0,0.0,0.0,,[],0.0,0.0,0.0,0.0,6.0,6.0,light,60.0,warrior,1,0.0,1.0
8614,5.0,c1102,1078.0,102877.41,99497.0,300820.0,efh09,"['set_speed', 'set_res']",0.0,0.0,0.0,3.0,6.0,6.0,wind,60.0,manauser,1,0.0,0.0
8615,1.0,c1159,3332.0,120744.49,0.0,124076.0,efw35,['set_speed'],0.0,0.0,0.0,2.0,6.0,6.0,wind,60.0,warrior,2,0.0,0.0
8616,2.0,c2008,1302.0,24708.89,5186.0,154783.0,efk03,"['set_immune', 'set_shield']",0.0,0.0,0.0,1.0,6.0,6.0,light,60.0,knight,2,0.0,0.0
